GEOID,NAME,med.income,popn,popn.asian,popn.black,popn.female,popn.hispanic,popn.male,popn.white
36047050300,"Census Tract 503, Kings County, New York",96216,2670,187,59,1484,530,1186,1975
36047050400,"Census Tract 504, Kings County, New York",98525,4741,443,697,2463,817,2278,2942
36047050500,"Census Tract 505, Kings County, New York",41629,4009,558,813,2069,1868,1940,1572
36047050600,"Census Tract 506, Kings County, New York",59882,5205,473,2150,2651,1533,2554,1622
36047050700,"Census Tract 507, Kings County, New York",35469,3063,57,124,1435,535,1628,2478
36047050801,"Census Tract 508.01, Kings County, New York",50333,4075,92,2726,2271,1031,1804,846
36047050803,"Census Tract 508.03, Kings County, New York",55395,2522,93,1590,1329,332,1193,564
36047050804,"Census Tract 508.04, Kings County, New York",60563,6083,161,2843,3270,1884,2813,1544
36047050900,"Census Tract 509, Kings County, New York",37000,5440,0,13,2374,266,3066,5194
36047051001,"Census Tract 510.01, Kings County, New York",55435,4092,74,3191,2196,528,1896,623
36047051002,"Census Tract 510.02, Kings County, New York",50625,4858,86,3009,2562,1087,2296,684
36047051100,"Census Tract 511, Kings County, New York",48476,4333,984,438,2041,1472,2292,2249
36047051200,"Census Tract 512, Kings County, New York",61292,5936,111,3415,3119,1169,2817,1419
36047051300,"Census Tract 513, Kings County, New York",110972,5397,340,238,2858,1802,2539,3967
36047051400,"Census Tract 514, Kings County, New York",64259,7834,1045,3307,4137,2148,3697,1700
36047051500,"Census Tract 515, Kings County, New York",158452,2443,228,150,1214,411,1229,1885
36047051601,"Census Tract 516.01, Kings County, New York",59223,5252,190,3915,3038,1195,2214,517
36047051602,"Census Tract 516.02, Kings County, New York",54879,3895,117,2784,2125,714,1770,323
36047051700,"Census Tract 517, Kings County, New York",126649,2581,262,42,1266,276,1315,2014
36047051800,"Census Tract 518, Kings County, New York",64211,3328,194,1604,1751,461,1577,1155
36047051900,"Census Tract 519, Kings County, New York",143057,5066,435,252,2262,608,2804,4076
36047052000,"Census Tract 520, Kings County, New York",81875,3874,963,495,2094,757,1780,1675
36047052300,"Census Tract 523, Kings County, New York",69950,4854,303,386,2503,2547,2351,3068
36047052500,"Census Tract 525, Kings County, New York",35867,3270,165,234,1622,1091,1648,2409
36047052600,"Census Tract 526, Kings County, New York",68077,4491,613,791,2359,1185,2132,2113
36047052700,"Census Tract 527, Kings County, New York",64167,6490,325,405,3329,4304,3161,3039
36047052800,"Census Tract 528, Kings County, New York",87212,1799,370,108,897,223,902,1184
36047052900,"Census Tract 529, Kings County, New York",27229,3443,0,20,1564,81,1879,3410
36047053000,"Census Tract 530, Kings County, New York",53802,4060,1116,73,2211,492,1849,2626
36047053100,"Census Tract 531, Kings County, New York",47868,8833,64,27,4644,247,4189,8544
36047053200,"Census Tract 532, Kings County, New York",65972,2789,637,218,1511,202,1278,1728
36047053300,"Census Tract 533, Kings County, New York",26976,6754,87,27,3421,81,3333,6629
36047053400,"Census Tract 534, Kings County, New York",39917,4232,907,337,2240,296,1992,2454
36047053500,"Census Tract 535, Kings County, New York",30699,3708,0,160,1894,193,1814,3304
36047053700,"Census Tract 537, Kings County, New York",40644,3862,32,56,1855,28,2007,3763
36047053800,"Census Tract 538, Kings County, New York",55027,5180,561,438,2786,699,2394,3772
36047053900,"Census Tract 539, Kings County, New York",20902,2483,0,90,1280,457,1203,2076
36047054200,"Census Tract 542, Kings County, New York",50694,4008,169,117,2004,375,2004,3519
36047054300,"Census Tract 543, Kings County, New York",116875,283,30,38,116,27,167,183
36047054400,"Census Tract 544, Kings County, New York",60707,3487,665,0,1723,235,1764,2713
36047054500,"Census Tract 545, Kings County, New York",23555,8138,36,1152,4333,1710,3805,5989
36047054600,"Census Tract 546, Kings County, New York",47344,4782,374,194,2524,338,2258,3745
36047054700,"Census Tract 547, Kings County, New York",50272,5724,142,311,3026,1046,2698,4537
36047054800,"Census Tract 548, Kings County, New York",71250,2090,22,4,1116,39,974,1933
36047054900,"Census Tract 549, Kings County, New York",111071,4171,241,55,2084,945,2087,3247
36047055000,"Census Tract 550, Kings County, New York",60851,3382,377,107,1633,428,1749,2622
36047055100,"Census Tract 551, Kings County, New York",89073,5361,161,749,2700,2821,2661,3281
36047055200,"Census Tract 552, Kings County, New York",74395,3477,450,5,1803,349,1674,2687
36047055300,"Census Tract 553, Kings County, New York",120069,2740,125,26,1389,507,1351,2249
36047055400,"Census Tract 554, Kings County, New York",45257,4328,476,10,2276,629,2052,3365
36047055500,"Census Tract 555, Kings County, New York",143833,7696,1201,324,3389,1290,4307,5414
36047055600,"Census Tract 556, Kings County, New York",55995,3397,263,17,1802,344,1595,2959
36047055700,"Census Tract 557, Kings County, New York",92674,1981,142,40,978,579,1003,1666
36047055800,"Census Tract 558, Kings County, New York",76797,2492,403,55,1271,420,1221,1788
36047056000,"Census Tract 560, Kings County, New York",50833,3482,260,20,1797,75,1685,3132
36047056100,"Census Tract 561, Kings County, New York",108750,3538,228,209,1810,223,1728,2825
36047056200,"Census Tract 562, Kings County, New York",88221,1655,84,0,846,29,809,1479
36047056300,"Census Tract 563, Kings County, New York",90948,5390,372,279,2740,1463,2650,3981
36047056400,"Census Tract 564, Kings County, New York",82344,2523,490,29,1235,185,1288,1932
36047056500,"Census Tract 565, Kings County, New York",106157,3156,149,0,1625,545,1531,2630
36047056600,"Census Tract 566, Kings County, New York",83849,2749,647,361,1540,110,1209,1496
36047056800,"Census Tract 568, Kings County, New York",86250,1455,401,0,775,70,680,924
36047056900,"Census Tract 569, Kings County, New York",128036,1691,67,17,869,188,822,1471
36047057000,"Census Tract 570, Kings County, New York",75761,3529,977,113,1902,426,1627,2401
36047057100,"Census Tract 571, Kings County, New York",85510,4038,90,64,2087,349,1951,3658
36047057200,"Census Tract 572, Kings County, New York",24958,5522,515,3034,2996,1582,2526,1284
36047057300,"Census Tract 573, Kings County, New York",102656,2457,132,77,1322,262,1135,1970
36047057400,"Census Tract 574, Kings County, New York",85673,2858,1440,8,1481,131,1377,1331
36047057500,"Census Tract 575, Kings County, New York",87561,3983,112,16,2099,685,1884,3316
36047057600,"Census Tract 576, Kings County, New York",80625,3041,1496,69,1538,243,1503,1272
36047057800,"Census Tract 578, Kings County, New York",47466,3260,975,68,1727,592,1533,1862
36047057900,"Census Tract 579, Kings County, New York",93750,1165,38,147,619,423,546,764
36047058000,"Census Tract 580, Kings County, New York",61184,4402,1875,306,2225,585,2177,1929
36047058200,"Census Tract 582, Kings County, New York",52644,2542,533,70,1296,660,1246,1358
36047058400,"Census Tract 584, Kings County, New York",68487,3479,705,210,1944,326,1535,2364
36047058600,"Census Tract 586, Kings County, New York",71758,2772,1705,84,1413,364,1359,681
36047058800,"Census Tract 588, Kings County, New York",68125,3269,657,50,1799,257,1470,2373
36047058900,"Census Tract 589, Kings County, New York",85500,1691,37,11,884,205,807,1557
36047059000,"Census Tract 590, Kings County, New York",69250,1834,644,64,943,311,891,862
36047059100,"Census Tract 591, Kings County, New York",108447,3638,96,202,1793,544,1845,3209
36047059200,"Census Tract 592, Kings County, New York",53177,4152,787,263,2292,483,1860,2440
36047059300,"Census Tract 593, Kings County, New York",81319,2022,73,58,1001,303,1021,1695
36047059401,"Census Tract 594.01, Kings County, New York",61283,7396,2836,49,3731,361,3665,4240
36047059402,"Census Tract 594.02, Kings County, New York",97500,5399,1369,0,2784,98,2615,3881
36047059600,"Census Tract 596, Kings County, New York",47273,2442,179,173,1293,10,1149,1837
36047059800,"Census Tract 598, Kings County, New York",75612,3606,492,140,1711,187,1895,2665
36047060000,"Census Tract 600, Kings County, New York",72342,6277,660,63,2872,310,3405,5145
36047060600,"Census Tract 606, Kings County, New York",62000,2811,520,14,1490,267,1321,1966
36047060800,"Census Tract 608, Kings County, New York",54360,3545,596,66,1886,313,1659,2698
36047061002,"Census Tract 610.02, Kings County, New York",76378,4898,0,0,2413,78,2485,4840
36047061003,"Census Tract 610.03, Kings County, New York",50887,1669,416,57,875,720,794,835
36047061004,"Census Tract 610.04, Kings County, New York",34432,6221,380,1,3425,458,2796,5129
36047061200,"Census Tract 612, Kings County, New York",92143,1065,0,0,579,55,486,1050
36047061600,"Census Tract 616, Kings County, New York",110170,1465,0,80,731,68,734,1335
36047062000,"Census Tract 620, Kings County, New York",123500,1816,64,0,910,6,906,1752
36047062200,"Census Tract 622, Kings County, New York",74290,2715,156,261,1426,145,1289,2234
36047062600,"Census Tract 626, Kings County, New York",58102,2869,857,166,1573,364,1296,1400
36047062800,"Census Tract 628, Kings County, New York",84091,4418,471,0,2245,397,2173,3854
36047063200,"Census Tract 632, Kings County, New York",68182,1534,213,26,787,89,747,1213
36047063600,"Census Tract 636, Kings County, New York",109479,1289,296,0,718,205,571,956
36047063800,"Census Tract 638, Kings County, New York",103438,2023,468,106,984,205,1039,1423
36047064000,"Census Tract 640, Kings County, New York",120885,1742,180,0,877,273,865,1471
36047064200,"Census Tract 642, Kings County, New York",73583,2227,205,88,1100,221,1127,1755
36047064400,"Census Tract 644, Kings County, New York",89250,2855,625,61,1375,317,1480,2071
36047064600,"Census Tract 646, Kings County, New York",95391,2190,158,77,1104,139,1086,1879
36047064800,"Census Tract 648, Kings County, New York",108438,2194,72,594,1125,100,1069,1487
36047065000,"Census Tract 650, Kings County, New York",81875,1642,298,669,862,419,780,531
36047065200,"Census Tract 652, Kings County, New York",93050,1094,27,38,567,97,527,1021
36047065400,"Census Tract 654, Kings County, New York",97250,1437,230,25,749,68,688,1165
36047065600,"Census Tract 656, Kings County, New York",86897,1725,313,16,867,201,858,1357
36047065800,"Census Tract 658, Kings County, New York",97188,1798,438,47,886,157,912,1245
36047066000,"Census Tract 660, Kings County, New York",124821,2050,303,15,944,101,1106,1602
36047066200,"Census Tract 662, Kings County, New York",88490,1501,277,13,866,176,635,1181
36047066600,"Census Tract 666, Kings County, New York",NA,0,0,0,0,0,0,0
36047067000,"Census Tract 670, Kings County, New York",81250,2934,381,1611,1630,418,1304,693
36047067200,"Census Tract 672, Kings County, New York",84438,1640,191,1175,778,60,862,274
36047067400,"Census Tract 674, Kings County, New York",100139,1920,143,1236,970,244,950,371
36047067600,"Census Tract 676, Kings County, New York",86129,1760,25,1483,869,299,891,126
36047067800,"Census Tract 678, Kings County, New York",96275,2852,0,2536,1602,84,1250,281
36047068000,"Census Tract 680, Kings County, New York",85769,2185,134,1549,1156,403,1029,229
36047068200,"Census Tract 682, Kings County, New York",124306,2832,267,1835,1471,222,1361,578
36047068600,"Census Tract 686, Kings County, New York",69167,1718,86,607,960,174,758,925
36047068800,"Census Tract 688, Kings County, New York",84276,1719,202,874,937,267,782,447
36047069000,"Census Tract 690, Kings County, New York",84856,2082,110,1357,1094,307,988,355
36047069200,"Census Tract 692, Kings County, New York",118065,2734,189,1952,1394,396,1340,206
36047069601,"Census Tract 696.01, Kings County, New York",81106,3248,64,1547,1733,306,1515,1471
36047069602,"Census Tract 696.02, Kings County, New York",77682,5812,340,489,2981,1019,2831,4249
36047069800,"Census Tract 698, Kings County, New York",104141,1449,363,58,753,104,696,892
36047070000,"Census Tract 700, Kings County, New York",92778,1604,25,40,814,66,790,1531
36047070201,"Census Tract 702.01, Kings County, New York",108669,6402,69,288,3387,527,3015,5613
36047070202,"Census Tract 702.02, Kings County, New York",NA,8,0,0,0,0,8,8
36047070203,"Census Tract 702.03, Kings County, New York",NA,0,0,0,0,0,0,0
36047070600,"Census Tract 706, Kings County, New York",112557,3137,150,291,1679,154,1458,2675
36047072000,"Census Tract 720, Kings County, New York",78214,2019,126,1714,1068,163,951,123
36047072200,"Census Tract 722, Kings County, New York",67401,2881,50,2566,1704,368,1177,114
36047072400,"Census Tract 724, Kings County, New York",76618,1979,1,1843,1098,68,881,107
36047072600,"Census Tract 726, Kings County, New York",86500,2343,74,1947,1127,377,1216,74
36047072800,"Census Tract 728, Kings County, New York",80082,3946,19,3730,2477,112,1469,120
36047073000,"Census Tract 730, Kings County, New York",91477,2278,9,2013,1283,181,995,220
36047073200,"Census Tract 732, Kings County, New York",70000,2195,135,1945,1202,114,993,52
36047073400,"Census Tract 734, Kings County, New York",84750,1776,7,1597,880,129,896,72
36047073600,"Census Tract 736, Kings County, New York",75153,3198,345,2305,1580,408,1618,189
36047073800,"Census Tract 738, Kings County, New York",65417,3977,216,1872,2032,779,1945,1342
36047074000,"Census Tract 740, Kings County, New York",71250,3598,505,2419,2039,129,1559,386
36047074200,"Census Tract 742, Kings County, New York",62000,3136,35,1382,1674,136,1462,1495
36047074400,"Census Tract 744, Kings County, New York",119375,2777,74,271,1361,105,1416,2372
36047074600,"Census Tract 746, Kings County, New York",85417,2577,93,510,1131,230,1446,1818
36047074800,"Census Tract 748, Kings County, New York",89917,1957,124,338,977,48,980,1477
36047075000,"Census Tract 750, Kings County, New York",77433,2857,128,364,1364,254,1493,2212
36047075200,"Census Tract 752, Kings County, New York",165263,1031,8,10,495,0,536,1013
36047075400,"Census Tract 754, Kings County, New York",115139,1294,0,11,648,3,646,1280
36047075600,"Census Tract 756, Kings County, New York",110250,2150,263,66,1007,142,1143,1749
36047075800,"Census Tract 758, Kings County, New York",86250,1653,8,26,918,50,735,1458
36047076000,"Census Tract 760, Kings County, New York",67875,2930,120,148,1457,66,1473,2605
36047076200,"Census Tract 762, Kings County, New York",54571,4285,590,734,2134,379,2151,2707
36047076400,"Census Tract 764, Kings County, New York",61250,3602,284,1689,1924,558,1678,1369
36047076600,"Census Tract 766, Kings County, New York",70156,2103,90,1489,1237,228,866,386
36047076800,"Census Tract 768, Kings County, New York",51146,3219,286,72,1559,207,1660,2710
36047077000,"Census Tract 770, Kings County, New York",59231,2820,231,1770,1663,382,1157,575
36047077200,"Census Tract 772, Kings County, New York",64205,3114,53,1346,1889,480,1225,1377
36047077400,"Census Tract 774, Kings County, New York",71929,3250,280,2165,1895,252,1355,571
36047077600,"Census Tract 776, Kings County, New York",72568,3732,316,2964,2229,142,1503,265
36047078000,"Census Tract 780, Kings County, New York",82273,2161,4,2059,1282,96,879,73
36047078200,"Census Tract 782, Kings County, New York",65294,4923,80,4568,2779,219,2144,77
36047078400,"Census Tract 784, Kings County, New York",76417,2386,60,1970,1259,173,1127,142
36047078600,"Census Tract 786, Kings County, New York",56781,4753,266,3438,2702,625,2051,510
36047078800,"Census Tract 788, Kings County, New York",46833,3528,24,3101,1909,220,1619,148
36047079000,"Census Tract 790, Kings County, New York",61201,5096,24,4473,2996,287,2100,194
36047079200,"Census Tract 792, Kings County, New York",62011,3488,29,2577,1919,477,1569,405
36047079400,"Census Tract 794, Kings County, New York",43250,1716,24,1279,919,304,797,189
36047079601,"Census Tract 796.01, Kings County, New York",62775,4536,75,3052,2694,341,1842,1104
36047079602,"Census Tract 796.02, Kings County, New York",65714,4797,135,3176,2608,794,2189,819
36047079801,"Census Tract 798.01, Kings County, New York",76838,2869,70,1471,1451,270,1418,1019
36047079802,"Census Tract 798.02, Kings County, New York",70769,5441,389,2565,2968,1005,2473,1697
36047080000,"Census Tract 800, Kings County, New York",83750,3689,90,2205,1941,308,1748,975
36047080200,"Census Tract 802, Kings County, New York",62050,4578,130,3264,2582,486,1996,778
36047080400,"Census Tract 804, Kings County, New York",53512,3191,52,2565,1679,205,1512,472
36047080600,"Census Tract 806, Kings County, New York",56339,3355,187,1860,1815,170,1540,1175
36047080800,"Census Tract 808, Kings County, New York",11167,1326,118,928,645,211,681,172
36047081000,"Census Tract 810, Kings County, New York",57500,2322,12,1573,1276,128,1046,423
36047081400,"Census Tract 814, Kings County, New York",43962,2770,98,2569,1463,136,1307,58
